timestamp,open,high,low,close,volume
1748385900000,1.13341,1.13367,1.1334,1.13362,311460000
1748386800000,1.13362,1.13367,1.13342,1.13342,238500000
1748387700000,1.13343,1.13347,1.13311,1.13346,269460000
1748388600000,1.13347,1.13378,1.13347,1.1337,350130000
1748389500000,1.13368,1.13378,1.13344,1.13366,639060000
1748390400000,1.13367,1.134,1.13367,1.13394,1172460000
1748391300000,1.13393,1.13447,1.13388,1.13446,788820000
1748392200000,1.13445,1.13454,1.13421,1.13446,897810000
1748393100000,1.13447,1.13448,1.1334,1.13344,2322760000
1748394000000,1.13343,1.13363,1.13173,1.13274,2482460000
1748394900000,1.13275,1.13387,1.13254,1.13333,2202030000
1748395800000,1.13338,1.13355,1.13178,1.13183,2917350000
1748396700000,1.13184,1.13199,1.1315,1.13171,2422070000
1748397600000,1.13172,1.13241,1.13144,1.13186,2503670000
1748398500000,1.13186,1.1323,1.13161,1.13229,2330320000
1748399400000,1.13228,1.13256,1.13073,1.13111,1931050000
1748400300000,1.13112,1.13145,1.13005,1.13052,1963830000
1748401200000,1.13053,1.13083,1.13041,1.13062,1305270000
1748402100000,1.13065,1.13071,1.13004,1.13023,1299210000
1748403000000,1.13022,1.13108,1.13008,1.13089,2149320000
1748403900000,1.13089,1.13129,1.13059,1.13072,1646460000
1748404800000,1.13072,1.13104,1.13029,1.13046,1432130000
1748405700000,1.13047,1.13062,1.13025,1.13042,1148070000
1748406600000,1.13043,1.13075,1.13031,1.13065,902550000
1748407500000,1.13068,1.13081,1.13048,1.13059,1055020000
1748408400000,1.13058,1.13062,1.13015,1.1302,946100000
1748409300000,1.13019,1.13026,1.12956,1.12992,2708660000
1748410200000,1.12992,1.12996,1.12953,1.12987,1231950000
1748411100000,1.12985,1.13147,1.12983,1.13147,1716560000
1748412000000,1.13146,1.13148,1.13034,1.13062,3147290000
1748412900000,1.13061,1.13166,1.13052,1.13147,2091340000
1748413800000,1.1315,1.13167,1.13065,1.13078,1808270000
1748414700000,1.13078,1.13094,1.13039,1.13044,1289420000
1748415600000,1.13043,1.13204,1.13029,1.13202,2453620000
1748416500000,1.13202,1.13218,1.13162,1.1317,1507390000
1748417400000,1.13169,1.13255,1.13166,1.13252,1538490000
1748418300000,1.13252,1.13309,1.13239,1.13264,2059930000
1748419200000,1.13264,1.13343,1.13238,1.13241,2237290000
1748420100000,1.13238,1.13242,1.13179,1.13208,1538380000
1748421000000,1.13208,1.13256,1.13182,1.13244,1487530000
1748421900000,1.13245,1.13324,1.13234,1.1332,1198590000
1748422800000,1.13322,1.13359,1.13279,1.13343,1820940000
1748423700000,1.13345,1.13391,1.13321,1.13365,2298140000
1748424600000,1.13366,1.13395,1.13348,1.13383,1397470000
1748425500000,1.13382,1.13403,1.13323,1.13334,1241630000
1748426400000,1.13334,1.13371,1.13309,1.13367,1205410000
1748427300000,1.13368,1.13406,1.13322,1.13378,1476530000
1748428200000,1.13379,1.13386,1.13318,1.13318,1360600000
1748429100000,1.1332,1.13326,1.13238,1.13257,1859480000
1748430000000,1.13256,1.13277,1.13224,1.13226,1662600000
1748430900000,1.13225,1.13267,1.13215,1.13233,1281290000
1748431800000,1.13234,1.13286,1.13213,1.13249,1463010000
1748432700000,1.13248,1.13249,1.13164,1.13177,2441870000
1748433600000,1.13177,1.13245,1.13113,1.1312,2351240000
1748434500000,1.13119,1.13196,1.13106,1.13127,2065590000
1748435400000,1.13138,1.13175,1.13073,1.13109,2079630000
1748436300000,1.13108,1.13179,1.13083,1.13109,1728390000
1748437200000,1.1311,1.13135,1.12974,1.13008,2979670000
1748438100000,1.1301,1.13082,1.12978,1.12987,2918650000
1748439000000,1.12987,1.1307,1.12969,1.13034,3281010000
1748439900000,1.13036,1.13125,1.12994,1.13087,3134580000
1748440800000,1.13086,1.13246,1.13084,1.13188,2639440000
1748441700000,1.13189,1.13242,1.13137,1.13204,1764350000
1748442600000,1.13205,1.13234,1.13143,1.13213,1988130000
1748443500000,1.13212,1.13229,1.13007,1.13021,4006890000
1748444400000,1.13022,1.13086,1.12974,1.12978,2806100000
1748445300000,1.12978,1.12995,1.1287,1.12955,3706260000
1748446200000,1.12958,1.12963,1.12868,1.12878,3493700000
1748447100000,1.12878,1.12899,1.12837,1.12844,2215190000
1748448000000,1.12848,1.12937,1.12839,1.12934,2501990000
1748448900000,1.12934,1.12966,1.12925,1.12952,1500600000
1748449800000,1.12952,1.12959,1.12908,1.12935,1432790000
1748450700000,1.12938,1.12943,1.12905,1.1294,1645680000
1748451600000,1.1294,1.12966,1.12923,1.1296,1401350000
1748452500000,1.12961,1.13003,1.12945,1.1297,1136490000
1748453400000,1.1297,1.13007,1.12914,1.12955,1251790000
1748454300000,1.12955,1.12966,1.12905,1.12911,1231360000
1748455200000,1.1291,1.12979,1.12883,1.1295,1224970000
1748456100000,1.12952,1.12954,1.12855,1.12857,1673580000
1748457000000,1.12858,1.12884,1.12841,1.12883,1442700000
1748457900000,1.12883,1.12946,1.1287,1.12934,2277720000
1748458800000,1.12933,1.12949,1.12909,1.12924,1307490000
1748459700000,1.12923,1.12956,1.12901,1.12905,1237630000
1748460600000,1.12906,1.12918,1.12885,1.12905,1445490000
1748461500000,1.12904,1.12913,1.12875,1.12892,1490200000
1748462400000,1.12893,1.12954,1.12889,1.12929,967970000
1748463300000,1.1293,1.12957,1.12924,1.12949,1140880000
1748464200000,1.12951,1.12957,1.12909,1.12925,1042500000
1748465100000,1.12925,1.12947,1.12901,1.12915,1714170000
1748466000000,1.12914,1.12946,1.12898,1.12935,351630000
1748466900000,1.1293,1.1294,1.12906,1.1293,132930000
1748467800000,1.12931,1.12946,1.12912,1.12928,386280000
1748468700000,1.1293,1.12943,1.12912,1.1294,81450000
1748469600000,1.12936,1.1295,1.12926,1.12945,348970000
1748470500000,1.12947,1.12969,1.12945,1.12961,464850000
1748471400000,1.12962,1.12969,1.12905,1.12909,801120000
1748472300000,1.12911,1.12923,1.12901,1.12912,1069020000
1748473200000,1.12916,1.12919,1.12769,1.12783,2181010000
1748474100000,1.12779,1.12789,1.1268,1.12697,2414460000
1748475000000,1.12697,1.12717,1.12103,1.12103,5303530000
1748475900000,1.12103,1.12438,1.12103,1.12296,3338490000
1748476800000,1.12294,1.12481,1.1223,1.12388,5421260000
1748477700000,1.12392,1.12505,1.12316,1.12474,4598390000
1748478600000,1.12476,1.12493,1.12374,1.12377,4036560000
1748479500000,1.12378,1.12444,1.12327,1.12344,4952150000
1748480400000,1.12343,1.12413,1.12233,1.12349,4494170000
1748481300000,1.12352,1.1243,1.12269,1.1241,2517520000
1748482200000,1.12408,1.1248,1.12392,1.12445,2102450000
1748483100000,1.12444,1.12531,1.12444,1.12515,2065040000
1748484000000,1.12516,1.1253,1.12417,1.12443,1811200000
1748484900000,1.12445,1.12477,1.12415,1.12471,1132140000
1748485800000,1.12474,1.12532,1.12463,1.12526,2045560000
1748486700000,1.12525,1.12568,1.1245,1.12457,1979020000
1748487600000,1.12456,1.12472,1.12424,1.12462,1576850000
1748488500000,1.12461,1.12547,1.12451,1.12507,1438390000
1748489400000,1.12505,1.12536,1.12478,1.12536,1476180000
1748490300000,1.12535,1.12561,1.12469,1.12484,1271790000
1748491200000,1.12484,1.12504,1.12439,1.12503,834880000
1748492100000,1.12501,1.12542,1.12496,1.12535,742830000
1748493000000,1.12536,1.12547,1.12499,1.12516,906990000
1748493900000,1.12516,1.12533,1.12446,1.12475,1152150000
1748494800000,1.12476,1.12504,1.1244,1.12442,1513930000
1748495700000,1.12445,1.12499,1.12437,1.12456,1135380000
1748496600000,1.12457,1.12463,1.12398,1.12407,1809010000
1748497500000,1.12407,1.12438,1.12309,1.12434,2114720000
1748498400000,1.12435,1.12547,1.12422,1.12538,2674850000
1748499300000,1.12537,1.1272,1.12533,1.12704,3575540000
1748500200000,1.12704,1.12733,1.12649,1.12696,2033370000
1748501100000,1.12696,1.12737,1.12674,1.12711,1742160000
1748502000000,1.12711,1.12826,1.12709,1.12797,3220140000
1748502900000,1.12796,1.12807,1.12728,1.12771,2349670000
1748503800000,1.12772,1.12796,1.1272,1.12779,1971060000
1748504700000,1.12778,1.12797,1.12737,1.12755,1810940000
1748505600000,1.12755,1.12789,1.12702,1.12752,1922120000
1748506500000,1.12753,1.12753,1.12619,1.12636,1627460000
1748507400000,1.12637,1.12734,1.12634,1.12688,1547440000
1748508300000,1.12687,1.12744,1.12651,1.12718,1398650000
1748509200000,1.12719,1.12782,1.12714,1.12737,1284310000
1748510100000,1.12735,1.12788,1.12722,1.12773,1355160000
1748511000000,1.1277,1.12839,1.12759,1.12806,1460580000
1748511900000,1.12807,1.12823,1.12749,1.12778,1015100000
1748512800000,1.12778,1.12838,1.12763,1.12834,1559390000
1748513700000,1.12835,1.12911,1.12814,1.12891,1524690000
1748514600000,1.12892,1.129,1.12808,1.12876,1231320000
1748515500000,1.12878,1.12891,1.12843,1.12863,1210990000
1748516400000,1.12862,1.12905,1.12827,1.12864,1299370000
1748517300000,1.12863,1.12869,1.12792,1.12853,1447160000
1748518200000,1.12851,1.12892,1.12731,1.12738,1739010000
1748519100000,1.12737,1.12774,1.12679,1.12709,1570580000
1748520000000,1.12708,1.12883,1.12708,1.12882,2575480000
1748520900000,1.12882,1.12988,1.12852,1.12946,2113250000
1748521800000,1.12946,1.13266,1.12904,1.13264,5597530000
1748522700000,1.13265,1.13498,1.13238,1.13494,3984220000
1748523600000,1.13496,1.136,1.13444,1.13448,3467150000
1748524500000,1.1345,1.13556,1.134,1.13545,2143090000
1748525400000,1.13546,1.13561,1.13391,1.13428,2402460000
1748526300000,1.13429,1.13527,1.13412,1.13511,2250770000
1748527200000,1.13517,1.13591,1.13491,1.13564,2402480000
1748528100000,1.13566,1.13692,1.13487,1.13492,2442170000
1748529000000,1.13491,1.13559,1.13429,1.13481,2147110000
1748529900000,1.13481,1.13595,1.13465,1.13499,2163940000
1748530800000,1.13499,1.13595,1.13486,1.13557,2071470000
1748531700000,1.13557,1.13636,1.13557,1.13621,2279570000
1748532600000,1.13621,1.13695,1.1361,1.13651,2738260000
1748533500000,1.13653,1.13705,1.13609,1.13694,2438770000
1748534400000,1.13694,1.13741,1.13668,1.13734,3382220000
1748535300000,1.13736,1.13797,1.13673,1.13696,2263650000
1748536200000,1.13697,1.13782,1.13695,1.1376,2019400000
1748537100000,1.1376,1.13775,1.13702,1.13711,1491070000
1748538000000,1.13711,1.13717,1.1363,1.1364,1994750000
1748538900000,1.13641,1.13656,1.13615,1.13626,1310800000
1748539800000,1.13628,1.13843,1.13628,1.13826,1694580000
1748540700000,1.13825,1.13832,1.13747,1.13769,1476090000
1748541600000,1.13769,1.13843,1.13759,1.13824,1554270000
1748542500000,1.13823,1.13841,1.13759,1.1378,914450000
1748543400000,1.13784,1.13819,1.1378,1.13815,901560000
1748544300000,1.13814,1.13815,1.1374,1.13749,1068820000
1748545200000,1.13748,1.13781,1.13738,1.13749,1062040000
1748546100000,1.13748,1.13758,1.13677,1.13735,1440710000
1748547000000,1.13733,1.13736,1.13664,1.13684,975370000
1748547900000,1.13685,1.13685,1.13658,1.13665,1160010000
1748548800000,1.13667,1.13669,1.13606,1.1365,555410000
1748549700000,1.13651,1.13669,1.13641,1.13641,434220000
1748550600000,1.13641,1.13669,1.13617,1.13669,121770000
1748551500000,1.1367,1.137,1.13637,1.13649,816890000
1748552400000,1.13647,1.13709,1.13647,1.13692,458220000
1748553300000,1.13693,1.13709,1.13678,1.13699,164540000
1748554200000,1.13698,1.13699,1.13664,1.13684,363580000
1748555100000,1.13685,1.13699,1.13669,1.1367,408150000
1748556000000,1.1368,1.13697,1.13666,1.13692,1397110000
1748556900000,1.13692,1.13771,1.13687,1.1373,1217850000
1748557800000,1.1373,1.13735,1.13702,1.13732,870480000
1748558700000,1.13734,1.13742,1.1369,1.13706,994060000
1748559600000,1.13711,1.13736,1.1369,1.13717,581850000
1748560500000,1.1373,1.13759,1.13724,1.13754,587880000
1748561400000,1.13758,1.13787,1.13746,1.13782,717810000
1748562300000,1.1378,1.13791,1.13759,1.13765,984610000
1748563200000,1.13768,1.13808,1.13749,1.13756,2758460000
1748564100000,1.13758,1.13845,1.13751,1.1381,1870650000
1748565000000,1.1381,1.13813,1.13677,1.13696,1306810000
1748565900000,1.13698,1.13747,1.13644,1.13722,2825280000
1748566800000,1.13723,1.13866,1.13722,1.13792,2486280000
1748567700000,1.13792,1.13897,1.13761,1.13767,1665960000
1748568600000,1.13767,1.13767,1.13625,1.1363,3028190000
1748569500000,1.13628,1.13644,1.13521,1.13545,3143780000
1748570400000,1.13547,1.13588,1.13527,1.13541,2280930000
1748571300000,1.13541,1.13565,1.13516,1.13554,1172280000
1748572200000,1.13553,1.13553,1.13492,1.13524,1595410000
1748573100000,1.13526,1.13529,1.13482,1.13492,1464230000
1748574000000,1.1349,1.13564,1.1349,1.13537,1825670000
1748574900000,1.13537,1.13568,1.13528,1.1354,1619240000
1748575800000,1.13541,1.13563,1.13481,1.13484,1532940000
1748576700000,1.13482,1.13494,1.13456,1.13494,1487090000
1748577600000,1.13496,1.13533,1.13488,1.13497,1726330000
1748578500000,1.13497,1.13531,1.13493,1.1352,1102200000
1748579400000,1.13517,1.13517,1.13485,1.13497,785190000
1748580300000,1.13498,1.13516,1.13453,1.13457,895440000
1748581200000,1.13458,1.13479,1.13429,1.13454,1397790000
1748582100000,1.13454,1.13487,1.13435,1.13461,1283740000
1748583000000,1.13463,1.13505,1.13442,1.13478,924140000
1748583900000,1.13478,1.13544,1.13437,1.13509,1372040000
1748584800000,1.13512,1.13513,1.13361,1.13375,2624190000
1748585700000,1.13376,1.13443,1.1336,1.13417,1744620000
1748586600000,1.13416,1.13489,1.13397,1.1348,1898710000
1748587500000,1.13482,1.13519,1.13444,1.13463,1793300000
1748588400000,1.13462,1.13478,1.13306,1.13339,3574040000
1748589300000,1.13338,1.13342,1.13276,1.13329,2010700000
1748590200000,1.13329,1.13392,1.13307,1.13374,1730750000
1748591100000,1.13374,1.13428,1.13333,1.13375,2653090000
1748592000000,1.13379,1.13445,1.13284,1.13301,2452760000
1748592900000,1.133,1.1339,1.13279,1.13379,1502620000
1748593800000,1.1338,1.13439,1.13374,1.13414,1333650000
1748594700000,1.13415,1.13415,1.13231,1.13238,1620700000
1748595600000,1.13237,1.13319,1.13233,1.13297,1478020000
1748596500000,1.13301,1.13306,1.13243,1.13286,1508720000
1748597400000,1.13285,1.13316,1.13233,1.13295,1566690000
1748598300000,1.13296,1.13308,1.13234,1.13254,1487160000
1748599200000,1.13254,1.13345,1.13249,1.13345,1386840000
1748600100000,1.13346,1.13346,1.13258,1.13286,1169910000
1748601000000,1.13287,1.13337,1.13251,1.13302,1373320000
1748601900000,1.13303,1.13311,1.13245,1.13273,1498670000
1748602800000,1.13274,1.13335,1.13265,1.13288,2106690000
1748603700000,1.1329,1.1334,1.1329,1.13318,1286220000
1748604600000,1.13316,1.13354,1.13293,1.13308,1067200000
1748605500000,1.13307,1.13385,1.13233,1.1338,1292900000
1748606400000,1.13378,1.13522,1.13346,1.13478,4264510000
1748607300000,1.1348,1.13538,1.13409,1.13502,2841190000
1748608200000,1.13501,1.13584,1.13397,1.13561,3199780000
1748609100000,1.13561,1.13576,1.13393,1.1346,2612900000
1748610000000,1.13463,1.13478,1.13402,1.13431,2487500000
1748610900000,1.13431,1.13452,1.13264,1.133,2159870000
1748611800000,1.13303,1.13376,1.13223,1.13229,2600670000
1748612700000,1.13227,1.13276,1.13123,1.13172,3066150000
1748613600000,1.13172,1.13349,1.13134,1.13304,2475230000
1748614500000,1.13305,1.13373,1.1325,1.13298,1921910000
1748615400000,1.13297,1.13367,1.13258,1.13342,2433150000
1748616300000,1.13345,1.13545,1.13244,1.1352,4140270000
1748617200000,1.13521,1.13584,1.13456,1.13508,3459770000
1748618100000,1.13507,1.13529,1.13462,1.13494,2833280000
1748619000000,1.13492,1.13568,1.13444,1.13522,2634300000
1748619900000,1.13522,1.13544,1.13433,1.13461,2367820000
1748620800000,1.13461,1.13548,1.13455,1.13521,2297620000
1748621700000,1.13521,1.13533,1.13459,1.1349,2381170000
1748622600000,1.13492,1.13499,1.13433,1.1347,2337910000
1748623500000,1.13468,1.13504,1.13452,1.13502,1811770000
1748624400000,1.13504,1.13575,1.13496,1.13573,1696440000
1748625300000,1.13572,1.13655,1.13542,1.13593,1716490000
1748626200000,1.13592,1.13669,1.13583,1.13653,1192460000
1748627100000,1.13652,1.13659,1.13569,1.13571,1574370000
1748628000000,1.13569,1.13647,1.13566,1.13629,1458630000
1748628900000,1.13632,1.13648,1.13563,1.13603,1337750000
1748629800000,1.13602,1.13603,1.13555,1.13574,1232580000
1748630700000,1.13574,1.13601,1.13546,1.13585,1332490000
1748631600000,1.13584,1.13603,1.13564,1.13595,1666180000
1748632500000,1.13596,1.13604,1.1355,1.13553,1456950000
1748633400000,1.13552,1.13563,1.13493,1.13497,1817710000
1748634300000,1.13497,1.13564,1.13492,1.13563,2342420000
1748635200000,1.13562,1.13562,1.13496,1.13518,1271410000
1748636100000,1.13518,1.13531,1.13465,1.13467,834050000
1748637000000,1.13465,1.13479,1.13447,1.13457,618860000
1748637900000,1.13458,1.13494,1.13453,1.13453,1044200000
